density,repetition,seed,algorithm,runtime_seconds,betti_number
0.1,0,1,general,0.006494300003396347,0
0.1,0,1,recursive_basis,0.0006041000015102327,0
0.1,0,1,recursive_no_basis,0.0004864000075031072,0
0.1,1,2,recursive_basis,0.0005038999952375889,0
0.1,1,2,recursive_no_basis,0.0004427999956533313,0
0.1,1,2,general,0.007513299991842359,0
0.1,2,3,recursive_no_basis,0.0005127000040374696,0
0.1,2,3,general,0.004649799986509606,0
0.1,2,3,recursive_basis,0.0005256999866105616,0
0.1,3,4,general,0.005897199996979907,0
0.1,3,4,recursive_basis,0.0005688999954145402,0
0.1,3,4,recursive_no_basis,0.0005362000083550811,0
0.1,4,5,recursive_basis,0.0004865999799221754,0
0.1,4,5,recursive_no_basis,0.0005317000031936914,0
0.1,4,5,general,0.006768299994291738,0
0.1,5,6,recursive_no_basis,0.0005164000031072646,0
0.1,5,6,general,0.004145300015807152,0
0.1,5,6,recursive_basis,0.0005256000149529427,0
0.1,6,7,general,0.006245099997613579,0
0.1,6,7,recursive_basis,0.000690699991537258,0
0.1,6,7,recursive_no_basis,0.0005584000027738512,0
0.1,7,8,recursive_basis,0.0005200000014156103,0
0.1,7,8,recursive_no_basis,0.0004966999986208975,0
0.1,7,8,general,0.004483700002310798,0
0.1,8,9,recursive_no_basis,0.0004901000065729022,0
0.1,8,9,general,0.006311300006927922,0
0.1,8,9,recursive_basis,0.0005794999888166785,0
0.1,9,10,general,0.0046193000162020326,0
0.1,9,10,recursive_basis,0.0005595999828074127,0
0.1,9,10,recursive_no_basis,0.00046579999616369605,0
0.1,10,11,recursive_basis,0.0008400999940931797,0
0.1,10,11,recursive_no_basis,0.0004797999863512814,0
0.1,10,11,general,0.0057649000082165,0
0.1,11,12,recursive_no_basis,0.00048499999684281647,0
0.1,11,12,general,0.0051392000168561935,0
0.1,11,12,recursive_basis,0.0006444999889936298,0
0.1,12,13,general,0.007451899989973754,0
0.1,12,13,recursive_basis,0.0005876999930478632,0
0.1,12,13,recursive_no_basis,0.0005734999722335488,0
0.1,13,14,recursive_basis,0.0005320000054780394,0
0.1,13,14,recursive_no_basis,0.000610999995842576,0
0.1,13,14,general,0.005185300018638372,0
0.1,14,15,recursive_no_basis,0.0006098999874666333,0
0.1,14,15,general,0.0053693999943789095,0
0.1,14,15,recursive_basis,0.0005966000026091933,0
0.1,15,16,general,0.005425200011814013,0
0.1,15,16,recursive_basis,0.000735500012524426,0
0.1,15,16,recursive_no_basis,0.00047759999870322645,0
0.1,16,17,recursive_basis,0.000533499987795949,0
0.1,16,17,recursive_no_basis,0.0004757000133395195,0
0.1,16,17,general,0.005770499992650002,0
0.1,17,18,recursive_no_basis,0.0005338999908417463,0
0.1,17,18,general,0.006319499982055277,0
0.1,17,18,recursive_basis,0.0006301999965216964,0
0.1,18,19,general,0.005586899991612881,0
0.1,18,19,recursive_basis,0.0005818000063300133,0
0.1,18,19,recursive_no_basis,0.0004890999989584088,0
0.1,19,20,recursive_basis,0.0004625000001396984,0
0.1,19,20,recursive_no_basis,0.0005033000197727233,0
0.1,19,20,general,0.00582419999409467,0
0.1,20,21,recursive_no_basis,0.0005952999927103519,0
0.1,20,21,general,0.005269699991913512,0
0.1,20,21,recursive_basis,0.0006529999955091625,0
0.1,21,22,general,0.004799899994395673,0
0.1,21,22,recursive_basis,0.0009034000104293227,0
0.1,21,22,recursive_no_basis,0.0005564999883063138,0
0.1,22,23,recursive_basis,0.000527600001078099,0
0.1,22,23,recursive_no_basis,0.00046099998871795833,0
0.1,22,23,general,0.00512779998825863,0
0.1,23,24,recursive_no_basis,0.0004793000116478652,0
0.1,23,24,general,0.006016600003931671,0
0.1,23,24,recursive_basis,0.0007245000160764903,0
0.1,24,25,general,0.005315499991411343,0
0.1,24,25,recursive_basis,0.000658600009046495,0
0.1,24,25,recursive_no_basis,0.000512800004798919,0
0.1,25,26,recursive_basis,0.0004763000179082155,0
0.1,25,26,recursive_no_basis,0.0004931000003125519,0
0.1,25,26,general,0.006601100001716986,0
0.1,26,27,recursive_no_basis,0.0014710999967064708,0
0.1,26,27,general,0.0048411000170744956,0
0.1,26,27,recursive_basis,0.0008569000056013465,0
0.1,27,28,general,0.005790600000182167,0
0.1,27,28,recursive_basis,0.0008173999958671629,0
0.1,27,28,recursive_no_basis,0.0005021000106353313,0
0.1,28,29,recursive_basis,0.0005107999895699322,0
0.1,28,29,recursive_no_basis,0.0004597000079229474,0
0.1,28,29,general,0.0059526000113692135,0
0.1,29,30,recursive_no_basis,0.0006003000016789883,0
0.1,29,30,general,0.0049848000053316355,0
0.1,29,30,recursive_basis,0.0005219999875407666,0
0.1,30,31,general,0.005411199992522597,0
0.1,30,31,recursive_basis,0.0006236000044737011,0
0.1,30,31,recursive_no_basis,0.0005530000198632479,0
0.1,31,32,recursive_basis,0.00048420001985505223,0
0.1,31,32,recursive_no_basis,0.0005154999962542206,0
0.1,31,32,general,0.005736099992645904,0
0.1,32,33,recursive_no_basis,0.0005865999846719205,0
0.1,32,33,general,0.005078200018033385,0
0.1,32,33,recursive_basis,0.00059710000641644,0
0.1,33,34,general,0.007051099993987009,0
0.1,33,34,recursive_basis,0.0006546000076923519,0
0.1,33,34,recursive_no_basis,0.0005118999979458749,0
0.1,34,35,recursive_basis,0.0012212000146973878,0
0.1,34,35,recursive_no_basis,0.0009480000007897615,0
0.1,34,35,general,0.0062522000225726515,0
0.1,35,36,recursive_no_basis,0.0005912999913562089,0
0.1,35,36,general,0.008083799999440089,0
0.1,35,36,recursive_basis,0.0019669999892357737,0
0.1,36,37,general,0.006232700019609183,0
0.1,36,37,recursive_basis,0.0006222999945748597,0
0.1,36,37,recursive_no_basis,0.0005295999872032553,0
0.1,37,38,recursive_basis,0.0006123999773990363,0
0.1,37,38,recursive_no_basis,0.0006188000261317939,0
0.1,37,38,general,0.005535699980100617,0
0.1,38,39,recursive_no_basis,0.00081490000593476,0
0.1,38,39,general,0.00437369997962378,0
0.1,38,39,recursive_basis,0.0005275000003166497,0
0.1,39,40,general,0.005034100002376363,0
0.1,39,40,recursive_basis,0.0005219999875407666,0
0.1,39,40,recursive_no_basis,0.0005170000076759607,0
0.1,40,41,recursive_basis,0.0008151999791152775,0
0.1,40,41,recursive_no_basis,0.0010235000227112323,0
0.1,40,41,general,0.005970600002910942,0
0.1,41,42,recursive_no_basis,0.0005200000014156103,0
0.1,41,42,general,0.00544779998017475,0
0.1,41,42,recursive_basis,0.0005640999879688025,0
0.1,42,43,general,0.0050811999826692045,0
0.1,42,43,recursive_basis,0.0010479000047780573,0
0.1,42,43,recursive_no_basis,0.0004599000094458461,0
0.1,43,44,recursive_basis,0.0005102000141050667,0
0.1,43,44,recursive_no_basis,0.0004896000027656555,0
0.1,43,44,general,0.0061135000141803175,0
0.1,44,45,recursive_no_basis,0.0005145999894011766,0
0.1,44,45,general,0.0075932000181637704,0
0.1,44,45,recursive_basis,0.00053039999329485,0
0.1,45,46,general,0.0039638999733142555,0
0.1,45,46,recursive_basis,0.0005773000011686236,0
0.1,45,46,recursive_no_basis,0.0006397000106517226,0
0.1,46,47,recursive_basis,0.0008703999919816852,0
0.1,46,47,recursive_no_basis,0.0005546999746002257,0
0.1,46,47,general,0.005873699992662296,0
0.1,47,48,recursive_no_basis,0.0005477000086102635,0
0.1,47,48,general,0.006162800011225045,0
0.1,47,48,recursive_basis,0.0006709999870508909,0
0.1,48,49,general,0.00637690001167357,0
0.1,48,49,recursive_basis,0.00068450000253506,0
0.1,48,49,recursive_no_basis,0.0005096999811939895,0
0.1,49,50,recursive_basis,0.0005447999865282327,0
0.1,49,50,recursive_no_basis,0.00046779998228885233,0
0.1,49,50,general,0.0064341999823227525,0
0.1,50,51,recursive_no_basis,0.0005972999788355082,0
0.1,50,51,general,0.006460899981902912,0
0.1,50,51,recursive_basis,0.0011298999888822436,0
0.1,51,52,general,0.005341799987945706,0
0.1,51,52,recursive_basis,0.0005588000058196485,0
0.1,51,52,recursive_no_basis,0.0005347999976947904,0
0.1,52,53,recursive_basis,0.00048180000158026814,0
0.1,52,53,recursive_no_basis,0.0005089000042062253,0
0.1,52,53,general,0.005171800003154203,0
0.1,53,54,recursive_no_basis,0.0007404999923892319,0
0.1,53,54,general,0.006100400001741946,0
0.1,53,54,recursive_basis,0.0007006000087130815,0
0.1,54,55,general,0.004924500011838973,0
0.1,54,55,recursive_basis,0.0005784000095445663,0
0.1,54,55,recursive_no_basis,0.0004625000001396984,0
0.1,55,56,recursive_basis,0.0004868999822065234,0
0.1,55,56,recursive_no_basis,0.0004683000151999295,0
0.1,55,56,general,0.004902399989077821,0
0.1,56,57,recursive_no_basis,0.0005250000103842467,0
0.1,56,57,general,0.004866700008278713,0
0.1,56,57,recursive_basis,0.0005819999787490815,0
0.1,57,58,general,0.005208999995375052,0
0.1,57,58,recursive_basis,0.0005881999968551099,0
0.1,57,58,recursive_no_basis,0.0006152999994810671,0
0.1,58,59,recursive_basis,0.0005422000249382108,0
0.1,58,59,recursive_no_basis,0.001060499984305352,0
0.1,58,59,general,0.005765799985965714,0
0.1,59,60,recursive_no_basis,0.0005450000171549618,0
0.1,59,60,general,0.0057801999791990966,0
0.1,59,60,recursive_basis,0.0005543000006582588,0
0.1,60,61,general,0.006105000007664785,0
0.1,60,61,recursive_basis,0.0005911000189371407,0
0.1,60,61,recursive_no_basis,0.0004844999930355698,0
0.1,61,62,recursive_basis,0.0004924999957438558,0
