density,repetition,seed,algorithm,tracemalloc_peak_mib,tracemalloc_current_mib,tracemalloc_peak_minus_current_mib,tracemalloc_overhead_mib,runtime_seconds_with_tracing,betti_number
0.2,0,1,recursive_basis,23.386940002441406,23.372803688049316,0.014136314392089844,10.379241943359375,1.2163605999958236,3
0.2,0,1,recursive_no_basis,21.63792133331299,21.601152420043945,0.03676891326904297,9.92724609375,1.0552153999742586,3
0.2,1,2,recursive_basis,23.409728050231934,23.39294147491455,0.016786575317382812,10.3873291015625,1.194413799996255,7
0.2,1,2,recursive_no_basis,21.63467025756836,21.60325050354004,0.03141975402832031,9.92822265625,1.0374314000073355,7
0.2,1,2,general,0.048842430114746094,0.01827526092529297,0.030567169189453125,0.031036376953125,0.019232299993745983,7
0.2,2,3,recursive_no_basis,21.63431167602539,21.599340438842773,0.03497123718261719,9.926055908203125,1.0304888999962714,3
0.2,2,3,general,0.048920631408691406,0.01708507537841797,0.03183555603027344,0.030487060546875,0.023124300001654774,3
0.2,2,3,recursive_basis,23.390941619873047,23.375972747802734,0.0149688720703125,10.379119873046875,1.2057658999983687,3
0.2,3,4,general,0.04947853088378906,0.017766952514648438,0.031711578369140625,0.03082275390625,0.02179759999853559,3
0.2,3,4,recursive_basis,23.40199565887451,23.38607692718506,0.015918731689453125,10.38360595703125,1.144036400015466,3
0.2,3,4,recursive_no_basis,21.63594341278076,21.602383613586426,0.03355979919433594,9.927459716796875,1.0652034000086132,3
0.2,4,5,recursive_basis,23.41304588317871,23.394746780395508,0.018299102783203125,10.38494873046875,1.2510214000067208,4
0.2,4,5,recursive_no_basis,21.63590908050537,21.605989456176758,0.02991962432861328,9.929534912109375,1.1462110000138637,4
0.2,4,5,general,0.048610687255859375,0.017233848571777344,0.03137683868408203,0.030548095703125,0.021400800003902987,4
0.2,5,6,recursive_no_basis,21.637325286865234,21.601340293884277,0.03598499298095703,9.929840087890625,1.0802246000093874,5
0.2,5,6,general,0.04768085479736328,0.016366004943847656,0.031314849853515625,0.030120849609375,0.02167590000317432,5
0.2,5,6,recursive_basis,23.387022972106934,23.37366485595703,0.013358116149902344,10.381317138671875,1.1763653999951202,5
0.2,6,7,general,0.049788475036621094,0.01828765869140625,0.031500816345214844,0.03106689453125,0.020951000013155863,4
0.2,6,7,recursive_basis,23.404227256774902,23.388214111328125,0.016013145446777344,10.3848876953125,1.1885799999872688,4
0.2,6,7,recursive_no_basis,21.634830474853516,21.602018356323242,0.03281211853027344,9.9271240234375,1.075446999981068,4
0.2,7,8,recursive_basis,23.4083890914917,23.391063690185547,0.017325401306152344,10.38525390625,1.1647944999858737,5
0.2,7,8,recursive_no_basis,21.63388156890869,21.602127075195312,0.031754493713378906,9.9273681640625,1.0753396000072826,5
0.2,7,8,general,0.047232627868652344,0.016328811645507812,0.03090381622314453,0.03009033203125,0.01988330000312999,5
0.2,8,9,recursive_no_basis,21.63594150543213,21.600150108337402,0.03579139709472656,9.926361083984375,0.9766489999892656,2
0.2,8,9,general,0.04974174499511719,0.017556190490722656,0.03218555450439453,0.030731201171875,0.023747899977024645,2
0.2,8,9,recursive_basis,23.395599365234375,23.380264282226562,0.0153350830078125,10.38226318359375,1.113492899981793,2
0.2,9,10,general,0.049788475036621094,0.018411636352539062,0.03137683868408203,0.0311279296875,0.020677599997725338,4
0.2,9,10,recursive_basis,23.412120819091797,23.394752502441406,0.017368316650390625,10.387359619140625,1.2481931000074837,4
0.2,9,10,recursive_no_basis,21.63684368133545,21.6048583984375,0.03198528289794922,9.92913818359375,1.0574319000006653,4
0.3,0,1,general,0.06822490692138672,0.016834259033203125,0.051390647888183594,0.038238525390625,0.03607440000632778,11
0.3,0,1,recursive_basis,23.447556495666504,23.425851821899414,0.021704673767089844,10.3973388671875,1.1621683000121266,11
0.3,0,1,recursive_no_basis,21.642446517944336,21.612668991088867,0.02977752685546875,9.9324951171875,1.0542183999787085,11
0.3,1,2,recursive_basis,23.428744316101074,23.40883159637451,0.0199127197265625,10.390960693359375,1.1080063999979757,13
0.3,1,2,recursive_no_basis,21.641504287719727,21.609603881835938,0.03190040588378906,9.93048095703125,0.9679047999961767,13
0.3,1,2,general,0.07161331176757812,0.020818710327148438,0.05079460144042969,0.040130615234375,0.031009400001494214,13
0.3,2,3,recursive_no_basis,21.639001846313477,21.610770225524902,0.02823162078857422,9.931060791015625,0.9992817000020295,12
0.3,2,3,general,0.06760215759277344,0.016664505004882812,0.050937652587890625,0.03814697265625,0.03310679999412969,12
0.3,2,3,recursive_basis,23.433879852294922,23.412338256835938,0.021541595458984375,10.39105224609375,1.1189575000025798,12
0.3,3,4,general,0.068023681640625,0.017734527587890625,0.050289154052734375,0.038665771484375,0.03180100000463426,13
0.3,3,4,recursive_basis,23.436081886291504,23.4152193069458,0.020862579345703125,10.393402099609375,1.167593799997121,13
0.3,3,4,recursive_no_basis,21.639138221740723,21.60997200012207,0.029166221618652344,9.9312744140625,1.1615805999899749,13
0.3,4,5,recursive_basis,23.44000244140625,23.41852569580078,0.02147674560546875,10.392791748046875,1.1365951000188943,11
0.3,4,5,recursive_no_basis,21.639595985412598,21.61117172241211,0.02842426300048828,9.93145751953125,1.023991499998374,11
0.3,4,5,general,0.06977272033691406,0.01838397979736328,0.05138874053955078,0.03900146484375,0.03460159999667667,11
0.3,5,6,recursive_no_basis,21.639963150024414,21.6106014251709,0.029361724853515625,9.931304931640625,0.9728430999966804,12
0.3,5,6,general,0.07020950317382812,0.019454002380371094,0.05075550079345703,0.039520263671875,0.03307659999700263,12
0.3,5,6,recursive_basis,23.442001342773438,23.42104721069336,0.020954132080078125,10.39556884765625,1.1457708000089042,12
0.3,6,7,general,0.07237815856933594,0.021111488342285156,0.05126667022705078,0.040313720703125,0.03683379999711178,11
0.3,6,7,recursive_basis,23.440174102783203,23.419191360473633,0.020982742309570312,10.394500732421875,1.2584260999865364,11
0.3,6,7,recursive_no_basis,21.639939308166504,21.61026668548584,0.029672622680664062,9.9312744140625,1.1628354999993462,11
0.3,7,8,recursive_basis,23.438881874084473,23.41847515106201,0.020406723022460938,10.395050048828125,1.3249481999955606,11
0.3,7,8,recursive_no_basis,21.64060878753662,21.608616828918457,0.03199195861816406,9.929901123046875,1.3145253999973647,11
0.3,7,8,general,0.07268238067626953,0.02104949951171875,0.05163288116455078,0.040313720703125,0.036913199990522116,11
0.3,8,9,recursive_no_basis,21.641881942749023,21.613046646118164,0.028835296630859375,9.93267822265625,1.0667873000202235,12
0.3,8,9,general,0.07045555114746094,0.019562721252441406,0.05089282989501953,0.03955078125,0.03342210000846535,12
0.3,8,9,recursive_basis,23.44552516937256,23.42375946044922,0.021765708923339844,10.39605712890625,1.2804260000120848,12
0.3,9,10,general,0.06915473937988281,0.01788806915283203,0.05126667022705078,0.03875732421875,0.0384980000089854,11
0.3,9,10,recursive_basis,23.455599784851074,23.433056831359863,0.022542953491210938,10.39990234375,1.2134213999961503,11
0.3,9,10,recursive_no_basis,21.640771865844727,21.611257553100586,0.029514312744140625,9.93145751953125,1.1609081999922637,11
0.4,0,1,general,0.09167671203613281,0.020343780517578125,0.07133293151855469,0.040008544921875,0.04516619999776594,21
0.4,0,1,recursive_basis,23.469228744506836,23.44485378265381,0.024374961853027344,10.404327392578125,1.2219198000093456,21
0.4,0,1,recursive_no_basis,21.645453453063965,21.61616039276123,0.029293060302734375,9.93341064453125,1.1396635999844875,21
0.4,1,2,recursive_basis,23.4565372467041,23.43293285369873,0.023604393005371094,10.3988037109375,1.2229736000008415,21
0.4,1,2,recursive_no_basis,21.653952598571777,21.619308471679688,0.034644126892089844,9.935089111328125,1.073227400018368,21
0.4,1,2,general,0.0888833999633789,0.01741504669189453,0.07146835327148438,0.038543701171875,0.04586129999370314,21
0.4,2,3,recursive_no_basis,21.646854400634766,21.619075775146484,0.02777862548828125,9.934661865234375,1.146535000007134,21
0.4,2,3,general,0.09266471862792969,0.021087646484375,0.07157707214355469,0.040374755859375,0.05840359997819178,21
0.4,2,3,recursive_basis,23.46303081512451,23.43812847137451,0.02490234375,10.40020751953125,1.4246274000033736,21
0.4,3,4,general,0.08907318115234375,0.01825237274169922,0.07082080841064453,0.038970947265625,0.0510544000135269,22
0.4,3,4,recursive_basis,23.459081649780273,23.43347930908203,0.025602340698242188,10.39898681640625,1.2301478000008501,22
0.4,3,4,recursive_no_basis,21.650236129760742,21.618074417114258,0.032161712646484375,9.93487548828125,1.1253576000162866,22
0.4,4,5,recursive_basis,23.46954917907715,23.445087432861328,0.024461746215820312,10.404022216796875,1.3488644000026397,21
0.4,4,5,recursive_no_basis,21.646349906921387,21.616835594177246,0.029514312744140625,9.933685302734375,1.0016535999893676,21
0.4,4,5,general,0.09155082702636719,0.020142555236816406,0.07140827178955078,0.039886474609375,0.04226720001315698,21
0.4,5,6,recursive_no_basis,21.649675369262695,21.61773109436035,0.03194427490234375,9.934600830078125,1.0142518999928143,21
0.4,5,6,general,0.08988094329833984,0.018670082092285156,0.07121086120605469,0.0391845703125,0.045011999987764284,21
0.4,5,6,recursive_basis,23.455928802490234,23.43244171142578,0.023487091064453125,10.397674560546875,1.1281872999970801,21
0.4,6,7,general,0.09279251098632812,0.02139759063720703,0.0713949203491211,0.04052734375,0.04874279999057762,21
0.4,6,7,recursive_basis,23.467890739440918,23.44290256500244,0.024988174438476562,10.401885986328125,1.166081299976213,21
0.4,6,7,recursive_no_basis,21.65477180480957,21.6173152923584,0.037456512451171875,9.933685302734375,1.0105507999833208,21
0.4,7,8,recursive_basis,23.477211952209473,23.451655387878418,0.025556564331054688,10.406280517578125,1.176743299991358,21
0.4,7,8,recursive_no_basis,21.649039268493652,21.61719799041748,0.031841278076171875,9.933563232421875,1.0119656999886502,21
0.4,7,8,general,0.09217071533203125,0.02076244354248047,0.07140827178955078,0.040191650390625,0.04349579999689013,21
0.4,8,9,recursive_no_basis,21.646465301513672,21.61766815185547,0.028797149658203125,9.934326171875,0.9695661999867298,21
0.4,8,9,general,0.09204673767089844,0.020529747009277344,0.0715169906616211,0.04010009765625,0.04386689999955706,21
0.4,8,9,recursive_basis,23.456466674804688,23.433273315429688,0.023193359375,10.399444580078125,1.1060938000155147,21
0.4,9,10,general,0.08969497680664062,0.018468856811523438,0.07122611999511719,0.0390625,0.04487589999916963,21
0.4,9,10,recursive_basis,23.46682834625244,23.442218780517578,0.02460956573486328,10.40289306640625,1.1331198000116274,21
0.4,9,10,recursive_no_basis,21.647485733032227,21.61641216278076,0.031073570251464844,9.933685302734375,1.0523982000013348,21
0.5,0,1,general,0.1249847412109375,0.025465011596679688,0.09951972961425781,0.04254150390625,0.05573490000097081,31
0.5,0,1,recursive_basis,23.479806900024414,23.452059745788574,0.027747154235839844,10.406036376953125,1.214891899988288,31
0.5,0,1,recursive_no_basis,21.656309127807617,21.62282371520996,0.03348541259765625,9.93609619140625,1.025164999999106,31
0.5,1,2,recursive_basis,23.492908477783203,23.464670181274414,0.028238296508789062,10.410064697265625,1.3396349999820814,31
0.5,1,2,recursive_no_basis,21.67269229888916,21.622509956359863,0.050182342529296875,9.935760498046875,1.0134938999835867,31
0.5,1,2,general,0.12039375305175781,0.020877838134765625,0.09951591491699219,0.040313720703125,0.05553610000060871,31
0.5,2,3,recursive_no_basis,21.673555374145508,21.623796463012695,0.0497589111328125,9.9365234375,0.996552900003735,31
0.5,2,3,general,0.12051773071289062,0.021001815795898438,0.09951591491699219,0.040374755859375,0.06006310001248494,31
0.5,2,3,recursive_basis,23.492512702941895,23.4622220993042,0.030290603637695312,10.408843994140625,1.1622738000005484,31
0.5,3,4,general,0.11791610717773438,0.018646240234375,0.09926986694335938,0.039215087890625,0.05277199999545701,31
0.5,3,4,recursive_basis,23.47689723968506,23.44899559020996,0.027901649475097656,10.405609130859375,1.2264567000092939,31
0.5,3,4,recursive_no_basis,21.66025447845459,21.621726036071777,0.0385284423828125,9.935821533203125,1.0048698000027798,31
0.5,4,5,recursive_basis,23.490665435791016,23.460509300231934,0.03015613555908203,10.408111572265625,1.1891120999935083,31
0.5,4,5,recursive_no_basis,21.66339111328125,21.622623443603516,0.040767669677734375,9.93572998046875,1.0325143999943975,31
0.5,4,5,general,0.1183481216430664,0.01895618438720703,0.09939193725585938,0.03936767578125,0.06027339998399839,31
0.5,5,6,recursive_no_basis,21.658717155456543,21.62148952484131,0.037227630615234375,9.935150146484375,1.1402480000106152,31
0.5,5,6,general,0.1172323226928711,0.01784038543701172,0.09939193725585938,0.038818359375,0.05329510002047755,31
0.5,5,6,recursive_basis,23.48326587677002,23.453259468078613,0.03000640869140625,10.40423583984375,1.1732061000075191,31
0.5,6,7,general,0.12361717224121094,0.023977279663085938,0.099639892578125,0.04180908203125,0.053933899995172396,31
0.5,6,7,recursive_basis,23.475316047668457,23.448540687561035,0.026775360107421875,10.403900146484375,1.1462760000140406,31
0.5,6,7,recursive_no_basis,21.67573070526123,21.621932983398438,0.05379772186279297,9.93536376953125,1.077964099997189,31
0.5,7,8,recursive_basis,23.47975444793701,23.453336715698242,0.02641773223876953,10.40673828125,1.2635771999775898,31
0.5,7,8,recursive_no_basis,21.66686248779297,21.62564468383789,0.041217803955078125,9.937286376953125,1.091931500006467,31
0.5,7,8,general,0.12125778198242188,0.021544456481933594,0.09971332550048828,0.040618896484375,0.05767389998072758,31
0.5,8,9,recursive_no_basis,21.658878326416016,21.623416900634766,0.03546142578125,9.936370849609375,1.127199600014137,31
0.5,8,9,general,0.12107563018798828,0.021668434143066406,0.09940719604492188,0.0406494140625,0.0580787000071723,31
0.5,8,9,recursive_basis,23.47853374481201,23.451735496520996,0.026798248291015625,10.405670166015625,1.2270217000041157,31
0.5,9,10,general,0.12281131744384766,0.023357391357421875,0.09945392608642578,0.04150390625,0.05553320000763051,31
0.5,9,10,recursive_basis,23.485934257507324,23.457124710083008,0.028809547424316406,10.406280517578125,1.281456700002309,31
0.5,9,10,recursive_no_basis,21.671966552734375,21.62411117553711,0.047855377197265625,9.936737060546875,1.1518710000091232,31
0.6,0,1,general,0.1479196548461914,0.021411895751953125,0.12650775909423828,0.040618896484375,0.06753079997724853,41
0.6,0,1,recursive_basis,23.492618560791016,23.461816787719727,0.030801773071289062,10.408111572265625,1.2481126000056975,41
0.6,0,1,recursive_no_basis,21.661760330200195,21.624605178833008,0.0371551513671875,9.935791015625,1.1187650999927428,41
0.6,1,2,recursive_basis,23.49606227874756,23.466257095336914,0.02980518341064453,10.4105224609375,1.2604326999862678,41
0.6,1,2,recursive_no_basis,21.666232109069824,21.628196716308594,0.03803539276123047,9.937957763671875,1.1366855000087526,41
0.6,1,2,general,0.14729976654052734,0.020714759826660156,0.1265850067138672,0.040252685546875,0.06793210000614636,41
0.6,2,3,recursive_no_basis,21.665112495422363,21.625794410705566,0.039318084716796875,9.93621826171875,1.2088020999799483,41
0.6,2,3,general,0.14865970611572266,0.02196979522705078,0.12668991088867188,0.040863037109375,0.07104190002428368,41
0.6,2,3,recursive_basis,23.49134063720703,23.458908081054688,0.03243255615234375,10.40606689453125,1.3170747000258416,41
0.6,3,4,general,0.14748382568359375,0.02085399627685547,0.12662982940673828,0.04034423828125,0.06763540001702495,41
0.6,3,4,recursive_basis,23.492329597473145,23.461400032043457,0.0309295654296875,10.407989501953125,1.2379618000122719,41
0.6,3,4,recursive_no_basis,21.67044448852539,21.629806518554688,0.040637969970703125,9.938720703125,1.1038608999806456,41
0.6,4,5,recursive_basis,23.49379062652588,23.463212966918945,0.030577659606933594,10.408905029296875,1.205715100019006,41
0.6,4,5,recursive_no_basis,21.669196128845215,21.626891136169434,0.04230499267578125,9.937225341796875,1.2736340999836102,41
0.6,4,5,general,0.14451026916503906,0.018064498901367188,0.12644577026367188,0.038970947265625,0.07295040000462905,41
0.6,5,6,recursive_no_basis,21.663805961608887,21.625990867614746,0.037815093994140625,9.93621826171875,1.1786847000184935,41
0.6,5,6,general,0.14543628692626953,0.01868438720703125,0.12675189971923828,0.039276123046875,0.06726989999879152,41
0.6,5,6,recursive_basis,23.489109992980957,23.459019660949707,0.03009033203125,10.406341552734375,1.407287300011376,41
0.6,6,7,general,0.14977741241455078,0.02313232421875,0.12664508819580078,0.041412353515625,0.08716239998466335,41
0.6,6,7,recursive_basis,23.492201805114746,23.460787773132324,0.031414031982421875,10.407257080078125,1.3220372000068892,41
0.6,6,7,recursive_no_basis,21.671911239624023,21.629167556762695,0.042743682861328125,9.938201904296875,1.0438145000080112,41
0.6,7,8,recursive_basis,23.50050449371338,23.47056770324707,0.029936790466308594,10.412078857421875,1.2233397999953013,41
0.6,7,8,recursive_no_basis,21.66629695892334,21.628199577331543,0.038097381591796875,9.937713623046875,1.0518198999925517,41
0.6,7,8,general,0.15027332305908203,0.02364349365234375,0.12662982940673828,0.041717529296875,0.06768549999105744,41
0.6,8,9,recursive_no_basis,21.66476345062256,21.627857208251953,0.03690624237060547,9.937652587890625,1.0319025999924634,41
0.6,8,9,general,0.147735595703125,0.021411895751953125,0.12632369995117188,0.04058837890625,0.06773549999343231,41
0.6,8,9,recursive_basis,23.487911224365234,23.45803737640381,0.02987384796142578,10.405975341796875,1.1926049999892712,41
0.6,9,10,general,0.14822959899902344,0.021721839904785156,0.12650775909423828,0.040771484375,0.06624240000382997,41
0.6,9,10,recursive_basis,23.496159553527832,23.46578025817871,0.030379295349121094,10.410491943359375,1.2101987000205554,41
0.6,9,10,recursive_no_basis,21.67402935028076,21.627493858337402,0.046535491943359375,9.937469482421875,1.052397400024347,41
0.7,0,1,general,0.18458271026611328,0.021806716918945312,0.16277599334716797,0.04083251953125,0.09337380001670681,51
0.7,0,1,recursive_basis,23.49942684173584,23.466289520263672,0.03313732147216797,10.40972900390625,1.4296831999963615,51
0.7,0,1,recursive_no_basis,21.65885066986084,21.61094856262207,0.04790210723876953,9.93109130859375,1.0568207000032999,51
0.7,1,2,recursive_basis,23.498051643371582,23.465219497680664,0.03283214569091797,10.409515380859375,1.260270800004946,51
0.7,1,2,recursive_no_basis,21.660103797912598,21.612177848815918,0.04792594909667969,9.93194580078125,1.4216461000032723,51
0.7,1,2,general,0.1826009750366211,0.020334243774414062,0.16226673126220703,0.040130615234375,0.08576869999524206,51
0.7,2,3,recursive_no_basis,21.659442901611328,21.611754417419434,0.04768848419189453,9.931732177734375,1.2387057000014465,51
0.7,2,3,general,0.18526649475097656,0.023123741149902344,0.16214275360107422,0.05712890625,0.08153989998390898,51
0.7,2,3,recursive_basis,23.50595474243164,23.47247314453125,0.033481597900390625,10.41290283203125,1.3566053999820724,51
0.7,3,4,general,0.18427658081054688,0.022069931030273438,0.16220664978027344,0.040985107421875,0.08024899999145418,51
0.7,3,4,recursive_basis,23.507993698120117,23.473246574401855,0.03474712371826172,10.4134521484375,1.294326800009003,51
0.7,3,4,recursive_no_basis,21.65980815887451,21.612367630004883,0.047440528869628906,9.93218994140625,1.080890899989754,51
0.7,4,5,recursive_basis,23.497209548950195,23.465813636779785,0.031395912170410156,10.40972900390625,1.3326139000128023,51
0.7,4,5,recursive_no_basis,21.6571626663208,21.609394073486328,0.047768592834472656,9.93060302734375,1.2643295000016224,51
0.7,4,5,general,0.1887378692626953,0.028082847595214844,0.16065502166748047,0.059539794921875,0.08071919999201782,51
0.7,5,6,recursive_no_basis,21.65696907043457,21.6093111038208,0.04765796661376953,9.930419921875,1.1588849000108894,51
0.7,5,6,general,0.1835308074951172,0.023123741149902344,0.16040706634521484,0.05712890625,0.08279139999649487,51
0.7,5,6,recursive_basis,23.502695083618164,23.47102642059326,0.031668663024902344,10.412384033203125,1.2932770999905188,51
0.7,6,7,general,0.18265914916992188,0.020752906799316406,0.16190624237060547,0.040283203125,0.08214199999929406,51
0.7,6,7,recursive_basis,23.500450134277344,23.466347694396973,0.034102439880371094,10.409210205078125,1.2534661999961827,51
0.7,6,7,recursive_no_basis,21.6964750289917,21.611315727233887,0.0851593017578125,9.931427001953125,1.062993200001074,51
0.7,7,8,recursive_basis,23.50065517425537,23.468436241149902,0.03221893310546875,10.410247802734375,1.22493499997654,51
0.7,7,8,recursive_no_basis,21.682838439941406,21.611339569091797,0.07149887084960938,9.931304931640625,1.0689016999967862,51
0.7,7,8,general,0.1821613311767578,0.019342422485351562,0.16281890869140625,0.039642333984375,0.08757390000391752,51
0.7,8,9,recursive_no_basis,21.66071319580078,21.61243724822998,0.04827594757080078,9.93182373046875,1.0926837000006344,51
0.7,8,9,general,0.18129730224609375,0.018707275390625,0.16259002685546875,0.039306640625,0.08130960000562482,51
0.7,8,9,recursive_basis,23.500779151916504,23.468560218811035,0.03221893310546875,10.41082763671875,1.3712658000004012,51
0.7,9,10,general,0.18247318267822266,0.022550582885742188,0.15992259979248047,0.04119873046875,0.08988549999776296,51
0.7,9,10,recursive_basis,23.500189781188965,23.468212127685547,0.03197765350341797,10.41046142578125,1.2638128999969922,51
0.7,9,10,recursive_no_basis,21.659568786621094,21.611273765563965,0.048295021057128906,9.9312744140625,1.082041499990737,51
0.8,0,1,general,0.22977828979492188,0.021860122680664062,0.2079181671142578,0.040924072265625,0.09538879999308847,61
0.8,0,1,recursive_basis,23.504470825195312,23.47301483154297,0.03145599365234375,10.41448974609375,1.242600500001572,61
0.8,0,1,recursive_no_basis,21.663113594055176,21.63464069366455,0.028472900390625,9.942291259765625,1.1024598999938462,61
0.8,1,2,recursive_basis,23.498525619506836,23.467008590698242,0.03151702880859375,10.41119384765625,1.2531102999928407,61
0.8,1,2,recursive_no_basis,21.663155555725098,21.63398551940918,0.02917003631591797,9.941864013671875,1.0717278000083752,61
0.8,1,2,general,0.2360372543334961,0.030275344848632812,0.20576190948486328,0.060638427734375,0.09368730001733638,61
0.8,2,3,recursive_no_basis,21.66482448577881,21.637003898620605,0.027820587158203125,9.943450927734375,1.0876219999918249,61
0.8,2,3,general,0.22735881805419922,0.02254199981689453,0.2048168182373047,0.041259765625,0.0914010000124108,61
0.8,2,3,recursive_basis,23.50460910797119,23.472448348999023,0.03216075897216797,10.41387939453125,1.2478591999970376,61
0.8,3,4,general,0.22791671752929688,0.019985198974609375,0.2079315185546875,0.03997802734375,0.09454510000068694,61
0.8,3,4,recursive_basis,23.50050449371338,23.468283653259277,0.03222084045410156,10.41180419921875,1.3869877000106499,61
0.8,3,4,recursive_no_basis,21.66547393798828,21.637328147888184,0.028145790100097656,9.94366455078125,1.0933345999801531,61
0.8,4,5,recursive_basis,23.507254600524902,23.47457218170166,0.03268241882324219,10.413909912109375,1.2270865000027698,61
0.8,4,5,recursive_no_basis,21.664615631103516,21.615800857543945,0.04881477355957031,9.93341064453125,1.0680300000240095,61
0.8,4,5,general,0.23058223724365234,0.022836685180664062,0.20774555206298828,0.0570068359375,0.09932710000430234,61
0.8,5,6,recursive_no_basis,21.66327476501465,21.63459300994873,0.02868175506591797,9.942138671875,1.0672389999963343,61
0.8,5,6,general,0.2281026840209961,0.020186424255371094,0.207916259765625,0.04010009765625,0.1099030000041239,61
0.8,5,6,recursive_basis,23.500597953796387,23.468692779541016,0.031905174255371094,10.412139892578125,1.2311231000057887,61
0.8,6,7,general,0.22723674774169922,0.020977020263671875,0.20625972747802734,0.04046630859375,0.10467739999876358,61
0.8,6,7,recursive_basis,23.512520790100098,23.47902774810791,0.0334930419921875,10.416168212890625,1.265874899982009,61
0.8,6,7,recursive_no_basis,21.6634464263916,21.614659309387207,0.04878711700439453,9.93292236328125,1.1719792000076268,61
0.8,7,8,recursive_basis,23.504759788513184,23.471745491027832,0.03301429748535156,10.411895751953125,1.2826177999959327,61
0.8,7,8,recursive_no_basis,21.66348934173584,21.614341735839844,0.049147605895996094,9.932525634765625,1.111359700007597,61
0.8,7,8,general,0.22990036010742188,0.023657798767089844,0.20624256134033203,0.057403564453125,0.09578229999169707,61
0.8,8,9,recursive_no_basis,21.662246704101562,21.61338233947754,0.04886436462402344,9.932037353515625,1.062230500014266,61
0.8,8,9,general,0.2359752655029297,0.029112815856933594,0.2068624496459961,0.060089111328125,0.09535649997997098,61
