density,repetition,seed,algorithm,tracemalloc_peak_mib,tracemalloc_current_mib,tracemalloc_peak_minus_current_mib,tracemalloc_overhead_mib,runtime_seconds_with_tracing,betti_number
0.1,0,1,general,0.06822872161865234,0.02546215057373047,0.042766571044921875,0.05450439453125,0.04270829999586567,0
0.1,0,1,recursive_basis,21.622905731201172,21.59536361694336,0.0275421142578125,9.910247802734375,1.052672000019811,0
0.1,0,1,recursive_no_basis,21.624762535095215,21.597143173217773,0.027619361877441406,9.91119384765625,1.0485217000241391,0
0.1,1,2,recursive_basis,21.623825073242188,21.59400749206543,0.029817581176757812,9.9100341796875,1.0529166999913286,0
0.1,1,2,recursive_no_basis,21.623516082763672,21.59363842010498,0.029877662658691406,9.9100341796875,1.055002599983709,0
0.1,1,2,general,0.06036663055419922,0.022383689880371094,0.037982940673828125,0.050079345703125,0.03181479999329895,0
0.1,2,3,recursive_no_basis,21.622203826904297,21.593854904174805,0.028348922729492188,9.909576416015625,1.1393338000052609,0
0.1,2,3,general,0.06354713439941406,0.024198532104492188,0.039348602294921875,0.050994873046875,0.03558709999197163,0
0.1,2,3,recursive_basis,21.622733116149902,21.594426155090332,0.028306961059570312,9.909912109375,1.0733982999809086,0
0.1,3,4,general,0.06476402282714844,0.024489402770996094,0.040274620056152344,0.0511474609375,0.03692789998603985,0
0.1,3,4,recursive_basis,21.62369441986084,21.597166061401367,0.026528358459472656,9.910980224609375,1.0433679999841843,0
0.1,3,4,recursive_no_basis,21.625651359558105,21.598892211914062,0.02675914764404297,9.91204833984375,1.0473719000001438,0
0.1,4,5,recursive_basis,21.625329971313477,21.599218368530273,0.026111602783203125,9.911773681640625,1.2342401000205427,0
0.1,4,5,recursive_no_basis,21.62696933746338,21.60089683532715,0.02607250213623047,9.912872314453125,1.0360626999754459,0
0.1,4,5,general,0.0641946792602539,0.02246570587158203,0.041728973388671875,0.050140380859375,0.03918110000086017,0
0.1,5,6,recursive_no_basis,21.62354564666748,21.594398498535156,0.02914714813232422,9.909881591796875,1.0520840999961365,0
0.1,5,6,general,0.06051445007324219,0.021294593811035156,0.03921985626220703,0.049560546875,0.03038630000082776,0
0.1,5,6,recursive_basis,21.62256908416748,21.593582153320312,0.02898693084716797,9.909698486328125,1.047493799997028,0
0.1,6,7,general,0.06714916229248047,0.025961875915527344,0.041187286376953125,0.05450439453125,0.0401459000131581,0
0.1,6,7,recursive_basis,21.62351894378662,21.59548282623291,0.028036117553710938,9.91046142578125,1.0420990999846254,0
0.1,6,7,recursive_no_basis,21.626157760620117,21.597800254821777,0.028357505798339844,9.911895751953125,1.046690999995917,0
0.1,7,8,recursive_basis,21.622634887695312,21.593219757080078,0.029415130615234375,9.909332275390625,1.0481489000085276,0
0.1,7,8,recursive_no_basis,21.623476028442383,21.5943021774292,0.029173851013183594,9.90997314453125,1.1304669000091963,0
0.1,7,8,general,0.06364250183105469,0.02358245849609375,0.04006004333496094,0.0506591796875,0.035603500000433996,0
0.1,8,9,recursive_no_basis,21.62415599822998,21.595651626586914,0.028504371643066406,9.9105224609375,1.2041671000188217,0
0.1,8,9,general,0.060779571533203125,0.021390914916992188,0.03938865661621094,0.049591064453125,0.034806599986040965,0
0.1,8,9,recursive_basis,21.62472438812256,21.59640884399414,0.02831554412841797,9.911041259765625,1.0356958000047598,0
0.1,9,10,general,0.06123161315917969,0.0211181640625,0.04011344909667969,0.049468994140625,0.03458030000911094,0
0.1,9,10,recursive_basis,21.621838569641113,21.594578742980957,0.02725982666015625,9.909820556640625,1.1735268000047654,0
0.1,9,10,recursive_no_basis,21.6258487701416,21.59842872619629,0.0274200439453125,9.9119873046875,1.1210463999886997,0
