density,algorithm,tracemalloc_peak_mean_mib,tracemalloc_peak_sd_mib,tracemalloc_peak_median_mib,tracemalloc_peak_q1_mib,tracemalloc_peak_q3_mib,tracemalloc_peak_max_mib,number_of_realizations
0.1,general,0.032183837890625,0.0011624631253697544,0.03201484680175781,0.03162813186645508,0.032590627670288086,0.03462696075439453,10
0.1,recursive_basis,21.96137990951538,0.7345997019663876,21.613319396972656,21.612066507339478,21.61527705192566,23.36001491546631,10
0.1,recursive_no_basis,21.61524839401245,0.005732990571713949,21.612977981567383,21.61209201812744,21.614306449890137,21.626659393310547,10
0.2,general,0.04881372451782227,0.0009200983653947498,0.04888153076171875,0.04819226264953613,0.049675941467285156,0.049788475036621094,10
0.2,recursive_basis,23.401001071929933,0.010188984634113852,23.403111457824707,23.39210605621338,23.409393310546875,23.41304588317871,10
0.2,recursive_no_basis,21.635757827758788,0.0013359272037468972,21.63592529296875,21.63471031188965,21.636618614196777,21.63792133331299,10
0.3,general,0.07001171112060547,0.0018035824080450359,0.0699911117553711,0.06845736503601074,0.07132387161254883,0.07268238067626953,10
0.3,recursive_basis,23.4408447265625,0.007517608368917669,23.440088272094727,23.436781883239746,23.44464421272278,23.455599784851074,10
0.3,recursive_no_basis,21.640485191345213,0.0011695001113884139,21.640285968780518,21.639681816101074,21.641321182250977,21.642446517944336,10
0.4,general,0.09104347229003906,0.0015033691460209324,0.09161376953125,0.08974146842956543,0.09213972091674805,0.09279251098632812,10
0.4,recursive_basis,23.464175415039062,0.007135481942744683,23.464929580688477,23.457173347473145,23.468894243240356,23.477211952209473,10
0.4,recursive_no_basis,21.649028396606447,0.0032100859825546753,21.64826250076294,21.646562576293945,21.65009593963623,21.65477180480957,10
0.5,general,0.12081546783447265,0.002518346884868464,0.12079668045043945,0.11885952949523926,0.12242293357849121,0.1249847412109375,10
0.5,recursive_basis,23.48355951309204,0.006582317234906706,23.481536388397217,23.47883892059326,23.489482641220093,23.492908477783203,10
0.5,recursive_no_basis,21.665835762023924,0.007227412586417635,21.66512680053711,21.65922236442566,21.672510862350464,21.67573070526123,10
0.6,general,0.1477325439453125,0.0017538455175052847,0.1478276252746582,0.14734578132629395,0.14855217933654785,0.15027332305908203,10
0.6,recursive_basis,23.493202877044677,0.0036652206589457923,23.49247407913208,23.49155592918396,23.49549436569214,23.50050449371338,10
0.6,recursive_no_basis,21.667355251312255,0.003891047544061191,21.666264533996582,21.66485071182251,21.670132398605347,21.67402935028076,10
0.7,general,0.18375864028930664,0.0021311619139726926,0.18309497833251953,0.18250513076782227,0.18450617790222168,0.1887378692626953,10
0.7,recursive_basis,23.50134057998657,0.0033637988702839225,23.500552654266357,23.49961757659912,23.50221610069275,23.507993698120117,10
0.7,recursive_no_basis,21.665193271636962,0.013341380325985476,21.659688472747803,21.658998727798462,21.660560846328735,21.6964750289917,10
0.8,general,0.23003730773925782,0.003356823901349425,0.22894048690795898,0.22759270668029785,0.23041176795959473,0.2360372543334961,10
0.8,recursive_basis,23.50336561203003,0.004388185337530946,23.503479957580566,23.50052785873413,23.504722118377686,23.512520790100098,10
0.8,recursive_no_basis,21.663689613342285,0.0009711332156628683,21.663360595703125,21.663180589675903,21.664334058761597,21.66547393798828,10
0.9,general,0.2667574882507324,0.001719238855474796,0.2660694122314453,0.26527905464172363,0.2686574459075928,0.2687969207763672,10
0.9,recursive_basis,23.504818820953368,0.0023397021728918067,23.5046648979187,23.502764463424683,23.506967782974243,23.507987022399902,10
0.9,recursive_no_basis,21.667072677612303,0.0011812056414802709,21.666643619537354,21.666375160217285,21.668132781982422,21.668753623962402,10
