density,algorithm,tracemalloc_peak_mean_mib,tracemalloc_peak_sd_mib,tracemalloc_peak_median_mib,tracemalloc_peak_q1_mib,tracemalloc_peak_q3_mib,tracemalloc_peak_max_mib,number_of_realizations
0.1,general,0.07834873199462891,0.0033170695692356297,0.07750749588012695,0.07636165618896484,0.0788583755493164,0.08490467071533203,10
0.1,recursive_basis,21.627900409698487,0.000728030813143815,21.62771701812744,21.627660036087036,21.627905130386353,21.629307746887207,10
0.1,recursive_no_basis,21.627685070037842,0.0014934638078403257,21.62749671936035,21.626729726791382,21.62814950942993,21.630064010620117,10
0.2,general,0.22788400650024415,0.024963840728878084,0.2300858497619629,0.2133791446685791,0.23598599433898926,0.2790384292602539,10
0.2,recursive_basis,21.634123420715333,0.0013381353958156783,21.63442850112915,21.633031845092773,21.634774446487427,21.63606548309326,10
0.2,recursive_no_basis,21.634030437469484,0.001127833080009182,21.634050369262695,21.63385534286499,21.634390830993652,21.635868072509766,10
0.3,general,0.9592164993286133,0.19524131404469172,0.9039902687072754,0.8675765991210938,1.0921647548675537,1.2572994232177734,10
0.3,recursive_basis,22.169479179382325,0.8510975183375824,21.641944408416748,21.64067316055298,22.9589102268219,23.408102989196777,10
0.3,recursive_no_basis,21.65186986923218,0.0172514484061339,21.643210411071777,21.639841079711914,21.666828155517578,21.680855751037598,10
0.4,general,3.4793248176574707,0.5800970312358243,3.695723056793213,2.8755462169647217,3.8705241680145264,4.146400451660156,10
0.4,recursive_basis,23.120618724822997,0.7743338807760018,23.48367691040039,23.431408643722534,23.510133981704712,23.522055625915527,10
0.4,recursive_no_basis,21.68148355484009,0.016360332001030826,21.68823766708374,21.687088012695312,21.689522743225098,21.692176818847656,10
0.5,general,9.549142456054687,0.6019690305347656,9.720796585083008,8.995455980300903,9.836951732635498,10.677075386047363,10
0.5,recursive_basis,23.62605266571045,0.0314859550978373,23.628355026245117,23.610138177871704,23.65349006652832,23.662824630737305,10
0.5,recursive_no_basis,21.73457279205322,0.019209035162505928,21.732864379882812,21.718339204788208,21.74846863746643,21.761143684387207,10
0.6,general,21.09293088912964,1.3860280430162308,20.6014142036438,20.40842032432556,22.518385648727417,22.757787704467773,10
0.6,recursive_basis,23.831793117523194,0.04236348991279606,23.830405235290527,23.8081796169281,23.84883451461792,23.926021575927734,10
0.6,recursive_no_basis,21.87049808502197,0.0583427341903881,21.848632335662842,21.82284116744995,21.89809799194336,21.977179527282715,10
0.7,general,42.87486877441406,2.0439553526818472,42.397544860839844,41.891666889190674,43.27160859107971,48.11880016326904,10
0.7,recursive_basis,24.111675548553468,0.12750564966495054,24.091932773590088,24.03531789779663,24.131358861923218,24.436206817626953,10
0.7,recursive_no_basis,21.994664669036865,0.1695366176281699,21.95825958251953,21.942087650299072,22.03647494316101,22.328413009643555,10
0.8,general,99.47596073150635,3.3501264204194654,99.8547534942627,98.98673057556152,100.55544877052307,104.99029731750488,10
0.8,recursive_basis,24.391170310974122,0.20158767631307303,24.32149076461792,24.30217480659485,24.3720440864563,24.956310272216797,10
0.8,recursive_no_basis,22.13711166381836,0.368041261544703,22.191739082336426,21.825693130493164,22.224426984786987,23.02686595916748,10
0.9,general,206.07155895233154,4.909852457337353,207.06280517578125,206.19182062149048,208.18011164665222,210.7409267425537,10
0.9,recursive_basis,24.672501659393312,0.01666818348158786,24.674160957336426,24.66578507423401,24.6828670501709,24.699722290039062,10
0.9,recursive_no_basis,21.888703536987304,0.04106795679321195,21.869847297668457,21.867738962173462,21.891969203948975,21.992942810058594,10
